순위	선수명	팀명	POS	G	GS	IP	E	PKO	PO	A	DP	FPCT	PB	SB	CS	CS%
1	박민우	NC	2루수	141	133	1127 2/3	11	0	266	376	88	0.983	0	0	0	-
2	김하성	넥센	유격수	140	139	1209 1/3	21	0	212	408	87	0.967	0	0	0	-
2	손시헌	NC	유격수	140	137	1102	13	0	187	347	75	0.976	0	0	0	-
4	오지환	LG	유격수	137	132	1155 2/3	15	0	223	449	96	0.978	0	0	0	-
4	필	KIA	1루수	137	133	1091 2/3	8	0	1043	90	117	0.993	0	0	0	-
6	황재균	롯데	3루수	135	128	1118 1/3	16	0	62	253	25	0.952	0	0	0	-
7	박경수	KT	2루수	134	131	1076	6	0	311	347	101	0.991	0	0	0	-
8	김재호	두산	유격수	133	128	1112 2/3	16	0	187	352	73	0.971	0	0	0	-
9	박병호	넥센	1루수	131	131	1124 1/3	12	0	1113	93	103	0.990	0	0	0	-
9	이범호	KIA	3루수	131	127	986 2/3	9	0	77	198	28	0.968	0	0	0	-
11	박석민	삼성	3루수	129	129	1066 2/3	14	0	63	206	16	0.951	0	0	0	-
11	정훈	롯데	2루수	129	127	1060 1/3	17	0	258	332	83	0.972	0	0	0	-
13	김상수	삼성	유격수	128	128	1092	18	0	175	323	62	0.965	0	0	0	-
13	김성현	SK	유격수	128	116	991 2/3	22	0	164	320	74	0.957	0	0	0	-
15	나바로	삼성	2루수	126	124	1058 1/3	12	0	268	293	74	0.979	0	0	0	-
16	테임즈	NC	1루수	125	125	1010	4	0	934	70	88	0.996	0	0	0	-
17	지석훈	NC	3루수	124	106	835	12	0	72	165	18	0.952	0	0	0	-
17	정근우	한화	2루수	124	120	1015 1/3	10	0	267	367	85	0.984	0	0	0	-
19	박기혁	KT	유격수	119	95	767 1/3	8	0	134	279	62	0.981	0	0	0	-
20	박정권	SK	1루수	117	112	973 2/3	8	0	897	78	83	0.992	0	0	0	-
21	오재원	두산	2루수	114	110	937 2/3	8	0	238	278	73	0.985	0	0	0	-
22	마르테	KT	3루수	106	106	854 1/3	15	0	86	198	34	0.950	0	0	0	-
23	문규현	롯데	유격수	105	86	739 2/3	11	0	124	276	49	0.973	0	0	0	-
24	강경학	한화	유격수	97	72	639 2/3	12	0	129	212	48	0.966	0	0	0	-
25	허경민	두산	3루수	95	79	711 1/3	9	0	61	176	18	0.963	0	0	0	-
25	김태균	한화	1루수	95	94	760 1/3	9	0	755	59	74	0.989	0	0	0	-
27	주현상	한화	3루수	94	65	559 2/3	7	0	46	140	14	0.964	0	0	0	-
28	심우준	KT	유격수	93	36	394	10	0	90	130	28	0.957	0	0	0	-
29	박지규	LG	2루수	92	44	459	2	0	99	159	48	0.992	0	0	0	-
30	박종윤	롯데	1루수	91	80	692 2/3	4	0	729	44	57	0.995	0	0	0	-
31	구자욱	삼성	1루수	90	62	590 2/3	8	0	498	22	41	0.985	0	0	0	-
32	강한울	KIA	유격수	88	77	665 1/3	12	0	118	238	60	0.967	0	0	0	-
33	권용관	한화	유격수	84	65	568	12	0	107	162	47	0.957	0	0	0	-
34	김민우	KIA	2루수	83	69	554 2/3	2	0	143	208	49	0.994	0	0	0	-
35	나주환	SK	2루수	82	58	526	3	0	126	153	37	0.989	0	0	0	-
36	손주인	LG	2루수	80	69	526 2/3	7	0	134	193	46	0.979	0	0	0	-
37	채태인	삼성	1루수	78	73	568	4	0	483	29	42	0.992	0	0	0	-
38	신명철	KT	1루수	76	36	346 2/3	2	0	317	26	42	0.994	0	0	0	-
39	정성훈	LG	1루수	74	66	544 2/3	2	0	571	27	66	0.997	0	0	0	-
39	박계현	SK	2루수	74	60	508 1/3	7	0	110	144	29	0.973	0	0	0	-
41	서건창	넥센	2루수	72	67	566	11	0	148	174	49	0.967	0	0	0	-
41	윤석민	넥센	3루수	72	64	560 1/3	11	0	49	110	17	0.935	0	0	0	-
43	최정	SK	3루수	71	71	596	4	0	43	133	14	0.978	0	0	0	-
44	김민성	넥센	3루수	69	62	547 2/3	4	0	57	111	11	0.977	0	0	0	-
45	김지수	넥센	2루수	67	24	273 2/3	1	0	62	84	25	0.993	0	0	0	-
45	히메네스	LG	3루수	67	65	566	6	0	50	134	19	0.968	0	0	0	-
45	김상현	KT	1루수	67	60	512 2/3	9	0	468	48	52	0.983	0	0	0	-
48	양석환	LG	3루수	66	51	447 2/3	5	0	27	86	12	0.958	0	0	0	-
49	모창민	NC	3루수	65	36	343 1/3	5	0	23	79	10	0.953	0	0	0	-
50	오재일	두산	1루수	64	50	449	3	0	445	27	56	0.994	0	0	0	-
51	오승택	롯데	유격수	62	42	340 1/3	11	0	41	119	22	0.936	0	0	0	-
52	박찬호	KIA	유격수	60	46	375	6	0	66	120	28	0.969	0	0	0	-
52	최용규	KIA	2루수	60	48	403 2/3	4	0	106	135	36	0.984	0	0	0	-
54	양석환	LG	1루수	59	38	363	5	0	384	27	48	0.988	0	0	0	-
55	조영훈	NC	1루수	56	17	215 1/3	4	0	209	15	22	0.982	0	0	0	-
56	최주환	두산	3루수	53	33	308	5	0	28	55	4	0.943	0	0	0	-
56	김대륙	롯데	유격수	53	15	194 1/3	3	0	27	74	12	0.971	0	0	0	-
58	김회성	한화	3루수	49	41	347 2/3	5	0	31	81	8	0.957	0	0	0	-
59	오승택	롯데	1루수	42	19	202 2/3	5	0	213	13	22	0.978	0	0	0	-
60	노진혁	NC	유격수	41	1	81	1	0	10	22	7	0.970	0	0	0	-
60	김회성	한화	1루수	41	20	198 1/3	2	0	185	13	22	0.990	0	0	0	-
62	댄블랙	KT	1루수	38	38	279 1/3	4	0	264	10	33	0.986	0	0	0	-
63	박진만	SK	3루수	37	10	157	2	0	12	27	1	0.951	0	0	0	-
64	김민성	넥센	2루수	36	32	250	1	0	68	98	25	0.994	0	0	0	-
65	김현수	두산	1루수	35	20	211 1/3	0	0	186	10	18	1.000	0	0	0	-
65	최주환	두산	2루수	35	23	217 2/3	3	0	56	70	21	0.977	0	0	0	-
67	신성현	한화	3루수	34	16	163 1/3	2	0	14	42	2	0.966	0	0	0	-
68	백상원	삼성	2루수	33	16	156	4	0	18	44	7	0.939	0	0	0	-
68	서동욱	넥센	2루수	33	16	163 1/3	2	0	41	56	14	0.980	0	0	0	-
70	김재환	두산	1루수	32	31	252 1/3	2	0	237	16	26	0.992	0	0	0	-
70	로메로	두산	1루수	32	31	245 1/3	4	0	234	13	14	0.984	0	0	0	-
70	문상철	KT	3루수	32	12	95	1	0	6	22	3	0.966	0	0	0	-
73	김연훈	SK	2루수	31	12	113	3	0	36	45	16	0.964	0	0	0	-
74	김재현	삼성	3루수	30	1	64 2/3	0	0	6	8	0	1.000	0	0	0	-
74	박기남	KIA	3루수	30	8	110 2/3	1	0	14	19	1	0.971	0	0	0	-
76	김재현	삼성	유격수	29	3	68 1/3	0	0	9	19	5	1.000	0	0	0	-
76	지석훈	NC	2루수	29	10	125 2/3	4	0	29	48	14	0.951	0	0	0	-
76	박진만	SK	유격수	29	16	146	0	0	21	39	10	1.000	0	0	0	-
76	허경민	두산	유격수	29	16	156	3	0	28	54	12	0.965	0	0	0	-
80	박계현	SK	3루수	28	21	173	3	0	11	44	6	0.948	0	0	0	-
80	김대우	롯데	1루수	28	22	172	2	0	175	12	15	0.989	0	0	0	-
80	이지찬	KT	3루수	28	7	109	4	0	9	24	2	0.892	0	0	0	-
83	문선재	LG	1루수	27	7	86 2/3	0	0	101	5	7	1.000	0	0	0	-
83	로메로	두산	3루수	27	23	178 1/3	4	0	16	47	5	0.940	0	0	0	-
83	강경학	한화	2루수	27	13	135 1/3	3	0	36	43	12	0.963	0	0	0	-
83	신성현	한화	1루수	27	10	98 2/3	0	0	97	7	5	1.000	0	0	0	-
87	브라운	SK	1루수	25	20	178 1/3	0	0	183	10	20	1.000	0	0	0	-
88	노진혁	NC	3루수	24	1	51	0	0	3	10	0	1.000	0	0	0	-
88	오승택	롯데	3루수	24	14	125	0	0	14	24	4	1.000	0	0	0	-
88	박용근	KT	3루수	24	18	164	4	0	10	37	6	0.922	0	0	0	-
91	권용관	한화	1루수	23	9	95 1/3	2	0	78	10	3	0.978	0	0	0	-
91	권용관	한화	3루수	23	9	95 1/3	1	0	8	18	1	0.963	0	0	0	-
93	김지수	넥센	3루수	22	5	72 2/3	0	0	1	15	3	1.000	0	0	0	-
93	김용의	LG	1루수	22	11	94 2/3	1	0	79	6	8	0.988	0	0	0	-
93	황목치승	LG	2루수	22	21	155	2	0	41	44	17	0.977	0	0	0	-
96	박해민	삼성	1루수	21	6	83	0	0	61	5	5	1.000	0	0	0	-
96	브라운	SK	3루수	21	16	121	2	0	11	18	0	0.935	0	0	0	-
96	오승택	롯데	2루수	21	8	93 2/3	0	0	23	29	5	1.000	0	0	0	-
96	박기남	KIA	2루수	21	8	85 1/3	0	0	25	27	10	1.000	0	0	0	-
100	이대수	SK	3루수	20	15	111	2	0	7	28	1	0.946	0	0	0	-
100	고영민	두산	1루수	20	9	88	2	0	72	9	8	0.976	0	0	0	-
100	김민우	KIA	유격수	20	10	86	1	0	15	35	6	0.980	0	0	0	-
103	윤진호	LG	3루수	19	0	33 2/3	0	0	5	12	1	1.000	0	0	0	-
103	윤완주	KIA	유격수	19	2	56 2/3	0	0	10	14	3	1.000	0	0	0	-
103	김경언	한화	1루수	19	9	105 2/3	0	0	88	10	17	1.000	0	0	0	-
106	지석훈	NC	유격수	18	6	56 2/3	1	0	5	22	7	0.964	0	0	0	-
106	백창수	LG	2루수	18	7	70 2/3	3	0	22	23	8	0.938	0	0	0	-
106	김대륙	롯데	2루수	18	0	23 2/3	0	0	6	11	4	1.000	0	0	0	-
109	김재현	삼성	2루수	17	3	47 2/3	0	0	8	9	1	1.000	0	0	0	-
109	장준원	LG	유격수	17	8	66	3	0	14	24	9	0.927	0	0	0	-
109	김선민	KT	유격수	17	11	86 1/3	4	0	17	20	6	0.902	0	0	0	-
112	나바로	삼성	유격수	16	13	113	0	0	17	33	3	1.000	0	0	0	-
112	김지수	넥센	유격수	16	2	53 2/3	1	0	7	23	3	0.968	0	0	0	-
112	손용석	롯데	1루수	16	9	77	0	0	74	3	11	1.000	0	0	0	-
112	김영환	KT	2루수	16	4	66	0	0	10	24	6	1.000	0	0	0	-
116	김연훈	SK	3루수	15	1	31 2/3	0	0	1	8	0	1.000	0	0	0	-
116	고영우	KIA	2루수	15	6	54 2/3	1	0	13	19	5	0.970	0	0	0	-
116	고영우	KIA	3루수	15	0	25	1	0	4	4	0	0.889	0	0	0	-
116	김주형	KIA	1루수	15	5	59	0	0	37	3	4	1.000	0	0	0	-
116	필	KIA	2루수	15	1	31 1/3	0	0	6	6	1	1.000	0	0	0	-
116	조중근	KT	1루수	15	5	64	1	0	56	3	5	0.983	0	0	0	-
122	유재신	넥센	1루수	14	0	22 2/3	1	0	24	2	4	0.963	0	0	0	-
122	이창섭	NC	유격수	14	0	26 2/3	0	0	3	7	1	1.000	0	0	0	-
122	최재원	NC	3루수	14	1	38	0	0	2	8	3	1.000	0	0	0	-
122	손주인	LG	3루수	14	14	116	2	0	7	20	3	0.931	0	0	0	-
122	박윤	SK	1루수	14	6	69 2/3	1	0	68	8	6	0.987	0	0	0	-
122	김주형	KIA	3루수	14	4	47	1	0	0	15	2	0.938	0	0	0	-
122	박찬호	KIA	2루수	14	2	39	1	0	13	9	4	0.957	0	0	0	-
122	이시찬	한화	2루수	14	9	90 2/3	1	0	20	31	6	0.981	0	0	0	-
130	서동욱	넥센	1루수	13	6	63	0	0	62	3	6	1.000	0	0	0	-
130	정성훈	LG	3루수	13	12	94 1/3	3	0	9	18	1	0.900	0	0	0	-
130	한나한	LG	1루수	13	13	92	1	0	66	8	13	0.987	0	0	0	-
130	나주환	SK	유격수	13	8	83 1/3	2	0	13	26	7	0.951	0	0	0	-
130	이인행	KIA	유격수	13	6	48	1	0	8	10	1	0.947	0	0	0	-
130	박기혁	KT	2루수	13	2	30	0	0	6	11	4	1.000	0	0	0	-
136	백상원	삼성	3루수	12	4	54	0	0	2	7	0	1.000	0	0	0	-
136	장시윤	넥센	3루수	12	10	64 1/3	1	0	3	17	1	0.952	0	0	0	-
136	황대인	KIA	3루수	12	3	49	0	0	6	9	2	1.000	0	0	0	-
136	한상훈	한화	3루수	12	5	48	1	0	4	7	1	0.917	0	0	0	-
140	박철우	SK	3루수	11	0	19	0	0	0	3	0	1.000	0	0	0	-
140	고영민	두산	2루수	11	5	56 2/3	2	0	15	16	5	0.939	0	0	0	-
140	양종민	두산	3루수	11	0	23	1	0	1	5	0	0.857	0	0	0	-
140	강동수	롯데	1루수	11	0	13 2/3	0	0	14	0	2	1.000	0	0	0	-
140	오윤석	롯데	1루수	11	3	36 1/3	0	0	34	2	3	1.000	0	0	0	-
140	오윤석	롯데	2루수	11	2	41	0	0	12	8	3	1.000	0	0	0	-
140	한상훈	한화	유격수	11	3	42	0	0	4	16	3	1.000	0	0	0	-
147	구자욱	삼성	3루수	10	7	58	2	0	3	13	0	0.889	0	0	0	-
147	김정혁	삼성	3루수	10	3	27	0	0	2	4	1	1.000	0	0	0	-
147	김영관	LG	유격수	10	4	33	2	0	6	16	4	0.917	0	0	0	-
147	박지규	LG	1루수	10	0	17	0	0	13	2	1	1.000	0	0	0	-